# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   rexp = Photospheric radius-expansion flag
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"bpflux"	"bpfluxe"	"rexp"
"GS 1826-24"	50532.05821	SW1	31.92	6.49	1.00	
"4U 1702-429"	50532.32180	SW1	318.96	251.18	1.77	
"4U 1728-34"	50532.32515	SW1	110.67	18.88	1.85	
"4U 1722-30"	50532.41090	SW1	62.59	9.00	2.00	
"4U 1728-34"	50532.44794	SW1	73.69	18.52	1.76	
"GX 3+1"	50532.51932	SW1	36.38	10.33	1.74	
"4U 1728-34"	50532.65415	SW1	74.54	12.33	1.85	
"SLX 1744-300"	50532.72233	XPa	21.88	2.27	1.00	
"SLX 1744-300"	50532.72239	SW1	11.40	5.11	1.00	
"GS 1826-24"	50532.81491	SW1	38.89	7.91	1.00	
"4U 1728-34"	50536.59214	SW1	104.23	19.95	1.89	
"GS 1826-24"	50536.75837	SW1	31.08	7.13	1.00	
"4U 1728-34"	50536.80402	SW1	89.02	16.62	1.88	
"4U 1722-30"	50536.89457	SW1	116.82	16.36	2.00	
"1A 1742-294"	50537.02642	SW1	12.05	5.40	1.06	
"GS 1826-24"	50537.23707	SW1	40.28	7.15	1.00	
"4U 1728-34"	50537.26880	SW1	199.85	89.95	1.80	
"SAX J1750.8-2900"	50537.41509	SW1	51.42	14.53	1.37	
"GS 1826-24"	50537.47760	SW1	57.58	20.50	1.00	
"4U 1812-12"	50537.88604	SW1	191.74	32.92	2.00	
"SAX J1806.5-2215"	50537.90768	SW1	34.87	15.04	1.08	
"GX 3+1"	50537.93477	SW1	28.52	8.30	1.51	
"4U 1728-34"	50537.94353	SW1	83.20	12.08	1.89	
"GS 1826-24"	50537.96166	SW1	37.94	11.87	1.00	
"KS 1731-260"	50538.10703	SW1	72.04	18.91	1.83	
"GS 1826-24"	50538.20640	SW1	34.03	10.95	1.00	
"SAX J1750.8-2900"	50538.30351	SW1	48.59	7.51	1.22	
"4U 1722-30"	50538.43835	SW1	83.27	14.67	2.00	
"GX 17+2"	50538.48910	SW1	8.77	3.12	1.69	
"4U 1728-34"	50538.53790	SW1	169.97	44.10	1.91	
"GS 1826-24"	50538.69359	SW1	31.14	10.96	1.00	
"4U 1728-34"	50538.74692	SW1	96.59	16.61	1.91	
"GS 1826-24"	50538.94300	SW1	34.99	5.08	1.00	
"4U 1728-34"	50538.96771	SW1	103.79	18.87	1.92	
"KS 1731-260"	50539.15481	SW1	69.53	10.08	1.87	
"4U 1728-34"	50539.35638	SW1	93.01	14.96	1.88	
"4U 1705-44"	50539.58555	XPa	9.14	0.32	1.00	
"4U 1705-44"	50539.71180	XPa	7.82	0.30	1.00	
"4U 1705-44"	50539.78156	XPa	5.91	0.18	1.00	
"4U 1254-69"	50540.52150	SW1	7.82	2.19	1.03	
"Ser X-1"	50541.68547	SW2	14.03	4.59	1.43	
"4U 1705-44"	50542.50285	XPa	41.44	1.26	2.00	
"Ser X-1"	50542.78127	SW2	21.41	7.61	1.41	
"Ser X-1"	50543.24943	SW2	22.61	9.04	1.46	
"EXO 0748-676"	50544.79927	SW1	16.56	5.03	1.00	
"EXO 0748-676"	50545.06774	SW1	24.22	7.44	1.00	
"4U 1705-44"	50545.23748	SW1	26.81	8.79	1.53	
"4U 1728-34"	50545.26475	SW1	106.32	31.96	1.91	
"4U 1705-44"	50549.26031	SW1	61.24	34.29	1.47	
"4U 1702-429"	50549.32774	SW1	116.21	54.45	1.84	
"4U 1705-44"	50549.59445	SW1	32.80	11.39	1.13	
"EXO 0748-676"	50550.32223	SW2	17.53	4.97	1.00	
"GS 1826-24"	50551.20959	SW1	30.80	15.68	1.00	
"SLX 1744-300"	50551.33191	SW1	19.24	5.09	1.42	
"GX 3+1"	50551.33955	SW1	45.02	6.23	1.64	
"XTE J1709-267"	50551.52959	SW1	23.43	6.57	1.28	
"4U 1728-34"	50551.54029	SW1	85.69	13.45	1.74	
"4U 1728-34"	50551.65677	SW1	144.15	28.58	1.88	
"SLX 1735-269"	50551.66800	SW1	54.82	7.32	1.30	
"GS 1826-24"	50551.68175	SW1	24.00	7.27	1.00	
"4U 1705-44"	50551.78898	SW1	76.21	25.03	1.74	
"KS 1731-260"	50551.80559	SW1	21.35	7.60	1.54	
"4U 1728-34"	50551.89453	SW1	71.55	11.95	1.91	
"4U 1728-34"	50552.01902	SW1	149.33	28.19	1.91	
"1A 1742-294"	50552.02021	SW1	21.40	5.58	1.07	
"GX 17+2"	50552.15487	SW1	15.03	2.94	1.66	
"GS 1826-24"	50552.15500	SW1	63.22	32.00	1.00	
"1A 1742-294"	50552.20189	SW1	14.67	5.42	1.06	
"KS 1731-260"	50552.22124	SW1	56.97	7.83	1.81	
"4U 1728-34"	50552.41506	SW1	69.36	12.34	1.94	
"4U 1728-34"	50552.54467	SW1	114.87	16.99	1.96	
"XTE J1709-267"	50552.59551	SW1	22.88	6.80	1.05	
"1A 1742-294"	50552.61262	SW1	28.24	8.06	1.08	
"GS 1826-24"	50552.62027	SW1	49.09	10.55	1.00	
"4U 1728-34"	50552.81358	SW1	179.58	62.60	1.95	
"1A 1742-294"	50552.82372	SW1	19.81	5.36	1.06	
"4U 1728-34"	50552.95013	SW1	82.53	14.30	1.93	
"4U 1728-34"	50553.09987	SW1	82.02	12.86	1.93	
"4U 1722-30"	50553.12961	SW1	65.07	11.25	2.00	
"1A 1742-294"	50553.23441	SW1	26.18	6.43	1.07	
"SLX 1744-300"	50553.39787	SW1	21.17	6.80	1.45	
"4U 1728-34"	50553.46722	SW1	38.05	12.07	1.71	
"1A 1742-294"	50553.53433	SW1	11.85	4.02	1.06	
"GS 1826-24"	50553.53918	SW1	31.18	11.40	1.00	
"4U 1728-34"	50553.56032	SW1	46.87	14.24	1.93	
"4U 1728-34"	50553.66816	SW1	134.73	52.98	1.87	
"KS 1731-260"	50553.73910	SW1	45.06	7.31	1.72	
"4U 1728-34"	50553.74077	SW1	71.99	11.93	1.84	
"1A 1742-294"	50553.75184	SW1	14.50	4.11	1.06	
"GS 1826-24"	50553.77154	SW1	38.16	8.92	1.00	
"4U 1728-34"	50553.83764	SW1	78.25	14.13	1.91	
"4U 1728-34"	50554.23159	SW1	67.98	23.03	1.96	
"4U 1728-34"	50554.33669	SW1	104.16	35.87	1.94	
"Ser X-1"	50554.72044	XPa	24.05	0.90	1.00	
"1A 1742-294"	50557.99491	XPa	11.51	0.48	1.00	
"1A 1742-294"	50559.00931	XPa	7.09	0.33	1.00	
"1A 1742-294"	50560.21110	XPa	9.03	0.76	1.00	
"EXO 0748-676"	50561.52549	SW2	11.37	1.74	1.00	
"EXO 0748-676"	50561.80263	SW2	12.06	2.22	1.00	
"EXO 0748-676"	50561.81211	SW2	12.99	1.95	1.00	
"EXO 0748-676"	50562.14946	SW2	12.51	2.41	1.00	
"EXO 0748-676"	50562.41697	SW2	14.73	2.86	1.00	
"EXO 0748-676"	50562.70554	SW1	22.59	7.22	1.00	
"EXO 0748-676"	50562.99722	SW1	24.47	10.31	1.00	
"XB 1916-053"	50563.78012	SW2	36.25	14.41	1.23	
"4U 1323-62"	50563.99451	XPa	4.07	0.17	1.00	
"GS 1826-24"	50564.01557	SW1	64.68	28.64	1.00	
"4U 1323-62"	50564.09675	XPa	4.09	0.18	1.00	
"4U 1820-303"	50564.11305	SW1	53.46	17.54	2.00	
"GS 1826-24"	50564.25055	SW1	40.43	6.99	1.00	
"4U 1820-303"	50564.28093	SW1	77.42	27.85	2.00	
"4U 1323-62"	50564.30668	XPa	3.69	0.16	1.00	
"4U 1820-303"	50564.46585	SW1	51.19	21.59	2.00	
"4U 1820-303"	50564.64587	SW1	43.72	22.99	2.00	
"GS 1826-24"	50564.71532	SW1	-0.00	-0.00	1.00	
"4U 1820-303"	50564.81642	SW1	74.15	27.33	2.00	
"4U 1323-62"	50564.95758	XPa	3.71	0.15	1.00	
"4U 1323-62"	50564.96492	XPa	0.28	0.07	1.00	
"4U 1323-62"	50565.06555	XPa	3.72	0.16	1.00	
"4U 1323-62"	50565.07374	XPa	0.92	0.06	1.00	
"4U 1323-62"	50565.32000	XPl	3.82	0.18	1.00	
"4U 1323-62"	50566.07442	XPa	4.34	0.18	1.00	
"4U 1254-69"	50566.46395	SW1	13.09	12.23	1.08	
"4U 1254-69"	50567.85973	SW1	6.03	3.65	1.05	
"EXO 0748-676"	50569.83103	XPa	18.46	0.71	1.00	
"4U 1820-303"	50570.73108	XPa	60.94	2.26	2.00	
"GS 1826-24"	50572.71399	SW1	43.60	6.88	1.00	
"4U 1820-303"	50572.85035	SW1	52.92	9.91	2.00	
"GS 1826-24"	50572.95970	SW1	30.99	5.69	1.00	
"4U 1820-303"	50572.96866	SW1	54.47	7.77	2.00	
"M15 X-2"	50577.37521	SW1	41.53	7.85	1.12	
"4U 1705-44"	50584.52798	XPa	14.93	0.55	-1.00	
"4U 1705-44"	50584.60890	XPa	19.91	0.69	-1.00	
"4U 1705-44"	50584.68856	XPa	16.17	0.59	-1.00	
"4U 1705-44"	50585.62438	XPa	16.31	1.80	-1.00	
"4U 1705-44"	50586.54272	XPa	19.17	0.70	1.00	
"4U 1705-44"	50587.35498	XPa	15.94	0.55	-1.00	
"4U 1705-44"	50587.45205	XPa	17.70	1.49	-1.00	
"4U 1705-44"	50587.45967	XPa	6.15	0.24	1.00	
"4U 1705-44"	50587.65634	XPa	22.04	1.11	-1.00	
"4U 1705-44"	50587.66129	XPa	4.00	0.16	1.00	
"MXB 1730-335"	50625.21082	XPa	3.55	0.28	1.00	
"MXB 1730-335"	50625.21763	XPa	3.34	0.30	1.00	
"MXB 1730-335"	50625.22396	XPa	1.79	0.13	1.00	
"MXB 1730-335"	50625.34795	XPa	4.64	0.29	1.00	
"MXB 1730-335"	50625.35342	XPa	2.25	0.22	1.00	
"MXB 1730-335"	50625.36147	XPa	1.98	0.19	1.00	
"MXB 1730-335"	50625.36723	XPa	1.55	0.19	1.00	
"MXB 1730-335"	50626.75916	XPa	7.67	0.44	1.00	
"MXB 1730-335"	50626.77120	XPa	6.12	0.31	1.00	
"MXB 1730-335"	50628.29406	XPa	4.34	0.43	1.00	
"MXB 1730-335"	50628.75500	XPa	9.13	0.64	1.00	
"4U 1728-34"	50628.76248	XPa	41.67	2.07	1.00	
"MXB 1730-335"	50628.77454	XPa	3.66	0.40	1.00	
"1A 1742-294"	50628.83610	XPa	18.42	1.11	1.00	
"Cyg X-2"	50630.45639	XPa	11.89	0.73	1.00	
"Cyg X-2"	50630.77675	XPa	16.99	0.76	2.00	
"Cyg X-2"	50631.11596	XPa	15.50	0.68	2.00	
"Cyg X-2"	50632.04743	XPa	16.65	0.71	1.00	
"Cyg X-2"	50632.18570	XPa	13.21	0.74	2.00	
"Cyg X-2"	50632.19516	XPa	13.17	0.66	3.00	
"1A 1742-294"	50633.44596	XPa	7.22	0.63	1.00	
"MXB 1730-335"	50636.56185	XPa	11.12	0.41	1.00	
"MXB 1730-335"	50639.58587	XPa	10.73	0.39	1.00	
"MXB 1730-335"	50642.50083	XPa	3.54	0.17	1.00	
"4U 1728-34"	50646.21844	XPa	74.43	2.47	2.00	
"4U 1702-429"	50648.50237	XPa	34.74	1.10	1.00	
"4U 1702-429"	50648.77844	XPa	71.49	1.63	1.00	
"1A 1742-294"	50650.55983	XPa	7.42	0.72	1.00	
"Ser X-1"	50651.30007	XPa	23.05	0.85	2.00	
"4U 1702-429"	50655.37734	XPa	35.64	1.05	1.00	
"4U 1702-429"	50655.58631	XPa	35.68	1.04	1.00	
"Ser X-1"	50657.56911	XPa	27.23	0.82	2.00	
"1A 1742-294"	50658.45825	XPa	8.15	0.70	1.00	
"4U 1702-429"	50659.30736	XPa	56.54	1.39	1.00	
"4U 1702-429"	50659.50828	XPa	42.87	1.20	1.00	
"Ser X-1"	50660.51453	XPa	32.76	1.04	1.00	
"1A 1742-294"	50662.16553	XPa	6.32	0.61	1.00	
"SAX J1324.5-6313"	50672.15109	SW2	46.62	8.16	1.40	
"EXO 0748-676"	50673.96183	XPa	12.47	0.41	1.00	
"EXO 0748-676"	50677.63086	XPa	15.39	0.59	1.00	
"EXO 0748-676"	50678.08742	XPe	13.16	0.51	1.00	
"4U 1323-62"	50681.55028	SW2	6.00	3.00	1.16	
"SAX J1818.7+1424"	50683.76974	SW1	29.26	4.17	1.41	
"EXO 0748-676"	50685.91883	SW2	15.97	3.37	1.00	
"4U 1735-444"	50692.40725	XPa	25.47	0.85	2.00	
"4U 1735-444"	50692.45386	XPa	22.45	0.81	1.00	
"4U 1735-444"	50693.54148	XPa	39.29	1.24	2.00	
"Aql X-1"	50696.52357	XPa	119.90	2.14	2.00	
"4U 1735-444"	50697.59687	SW2	24.90	7.42	1.59	
"4U 1728-34"	50697.88516	SW2	54.18	20.70	1.66	
"KS 1731-260"	50697.93222	SW2	49.03	16.03	1.72	
"Aql X-1"	50699.39933	XPa	73.52	3.65	3.00	
"Aql X-1"	50700.01858	XPl	49.31	1.23	1.00	
"Aql X-1"	50701.54138	XPs	48.54	1.25	1.00	
"1A 1742-294"	50702.18391	XPa	12.08	0.88	1.00	
"1A 1742-294"	50710.12124	XPa	14.41	0.94	1.00	
"4U 1728-34"	50710.52288	XPa	57.82	1.39	1.00	
"4U 1702-429"	50710.67285	SW2	36.40	11.22	1.09	
"4U 1702-429"	50710.90843	SW2	58.45	21.42	1.51	
"4U 1636-536"	50710.94554	SW2	110.97	29.12	1.65	
"4U 1728-34"	50711.12296	SW2	52.64	7.42	1.61	
"4U 1702-429"	50711.12778	SW2	27.06	7.08	1.20	
"4U 1728-34"	50711.42281	XPa	37.53	1.10	1.00	
"4U 1728-34"	50712.65660	XPa	52.61	1.36	1.00	
"4U 1728-34"	50712.75771	XPa	50.40	1.32	1.00	
"4U 1728-34"	50713.27977	XPa	31.94	0.95	1.00	
"GX 17+2"	50716.15047	SW1	22.07	8.44	1.76	
"4U 1812-12"	50716.46992	SW1	194.03	40.27	2.00	
"4U 1728-34"	50717.61402	XPa	52.78	2.86	1.00	
"4U 1728-34"	50717.72890	XPa	49.62	1.33	1.00	
"4U 1728-34"	50718.47162	XPa	94.70	1.96	2.00	
"4U 1728-34"	50718.66256	XPa	87.52	1.77	2.00	
"4U 1728-34"	50722.49687	XPa	17.90	0.11	-1.00	
"4U 1812-12"	50722.65491	SW2	234.21	42.59	2.00	
"1A 1742-294"	50725.30047	SW2	14.61	3.81	1.07	
"KS 1731-260"	50725.40260	SW2	47.35	8.32	1.83	
"4U 1728-34"	50725.50946	SW2	71.32	21.84	1.73	
"GS 1826-24"	50725.52386	SW2	42.43	13.23	1.00	
"SLX 1744-300"	50725.52635	SW2	14.54	5.87	1.10	
"4U 1728-34"	50725.84292	SW2	45.95	6.68	1.57	
"1A 1742-294"	50725.84809	SW2	15.97	4.92	1.06	
"SLX 1744-300"	50725.85242	SW2	21.54	7.38	1.17	
"1A 1742-294"	50726.19450	SW2	15.10	3.38	1.10	
"GS 1826-24"	50726.23731	SW2	45.48	6.80	1.00	
"1A 1742-294"	50726.32144	SW2	11.81	3.72	1.06	
"KS 1731-260"	50726.37290	SW2	48.22	6.41	1.69	
"4U 1702-429"	50726.37519	SW2	48.87	25.93	1.19	
"4U 1728-34"	50726.38347	SW2	65.18	9.72	1.79	
"GS 1826-24"	50726.47703	SW2	52.19	17.86	1.00	
"XB 1832-330"	50726.65372	SW2	36.80	13.26	1.06	
"SLX 1744-300"	50726.66557	SW2	54.98	8.68	1.48	
"4U 1728-34"	50726.70768	SW2	52.05	17.87	1.26	
"4U 1728-34"	50726.93896	SW1	78.70	29.34	1.90	
"4U 1728-34"	50727.14408	SW1	110.82	47.87	1.90	
"4U 1728-34"	50727.31352	SW1	70.49	30.51	1.84	
"EXO 0748-676"	50727.81989	SW2	13.85	2.57	1.00	
"KS 1731-260"	50728.81453	SW1	37.31	5.21	1.70	
"4U 1728-34"	50730.34414	SW2	49.94	13.73	1.61	
"GS 1826-24"	50730.55473	SW2	39.39	13.16	1.00	
"4U 1728-34"	50730.74457	SW2	120.91	35.70	1.81	
"1A 1742-294"	50730.75979	SW2	38.98	15.83	1.08	
"4U 1728-34"	50730.99947	SW2	44.97	13.83	1.69	
"4U 1728-34"	50731.18987	SW2	94.88	35.08	1.92	
"GS 1826-24"	50731.26048	SW2	51.42	16.05	1.00	
"4U 1728-34"	50732.06782	SW2	58.67	9.35	1.77	
"XB 1832-330"	50732.19700	SW2	82.31	20.83	1.11	
"4U 1728-34"	50732.19805	SW2	38.08	11.99	1.58	
"1A 1742-294"	50732.21005	SW2	15.50	4.96	1.06	
"4U 1702-429"	50732.22066	SW2	56.58	24.90	1.22	
"4U 1728-34"	50732.33044	SW2	60.65	8.60	1.86	
"4U 1728-34"	50732.46626	SW1	32.49	9.55	1.43	
"4U 1728-34"	50732.56760	SW1	26.72	7.78	1.45	
"MXB 1658-298"	50732.61892	SW1	73.79	12.21	1.92	
"1A 1742-294"	50732.80636	SW1	22.06	6.66	1.07	
"KS 1731-260"	50732.82826	SW1	59.35	8.40	1.94	
"SAX J1806.5-2215"	50732.90072	SW1	34.10	4.66	1.10	
"4U 1728-34"	50732.94200	SW1	74.94	22.46	1.86	
"XB 1916-053"	50737.82591	SW2	30.01	11.65	1.34	
"EXO 0748-676"	50738.86276	SW2	17.14	2.58	1.00	
"EXO 0748-676"	50739.22088	SW2	16.54	2.78	1.00	
"EXO 0748-676"	50739.80682	SW1	20.64	4.88	1.00	
"EXO 0748-676"	50740.52415	SW1	19.85	6.67	1.00	
"EXO 0748-676"	50746.94243	SW2	14.58	2.33	1.00	
"KS 1731-260"	50750.34433	XPa	58.39	1.44	2.00	
"GS 1826-24"	50757.76270	XPa	31.62	0.91	1.00	
"GS 1826-24"	50758.00770	XPa	31.63	0.93	1.00	
"EXO 0748-676"	50776.38466	SW1	12.95	1.92	1.00	
"MXB 1730-335"	50843.77154	XPa	7.36	0.46	1.00	
"4U 1728-34"	50843.77436	XPa	92.81	3.76	1.00	
"MXB 1730-335"	50843.78770	XPa	7.73	0.45	1.00	
"MXB 1730-335"	50843.83495	XPa	7.79	0.44	1.00	
"MXB 1730-335"	50843.85288	XPa	9.47	0.47	1.00	
"MXB 1730-335"	50843.87100	XPa	0.00	0.00	-1.00	
"MXB 1730-335"	50844.97597	XPa	8.62	0.62	1.00	
"MXB 1730-335"	50844.99521	XPa	8.54	0.63	1.00	
"1A 1742-294"	50845.20165	XPa	8.60	0.66	1.00	
"MXB 1730-335"	50846.70886	XPa	10.72	0.61	1.00	
"MXB 1730-335"	50846.78212	XPa	11.39	0.66	1.00	
"4U 1728-34"	50846.78611	XPa	94.71	3.54	3.00	
"MXB 1730-335"	50848.84842	XPa	10.84	0.60	1.00	
"MXB 1730-335"	50851.79204	XPa	12.39	0.58	1.00	
"MXB 1730-335"	50851.83671	XPa	12.05	0.62	1.00	
"MXB 1730-335"	50854.92131	XPs	12.93	0.72	1.00	
"MXB 1730-335"	50860.58629	XPa	8.00	0.49	1.00	
"MXB 1730-335"	50860.63401	XPa	0.47	0.10	-1.00	
"4U 1728-34"	50863.58847	XPa	119.38	3.36	2.00	
"MXB 1730-335"	50863.60409	XPa	6.30	0.23	1.00	
"4U 1728-34"	50869.79983	SW1	111.06	40.56	1.89	
"4U 1728-34"	50869.96925	SW1	112.65	47.94	1.87	
"4U 1705-44"	50870.10269	SW1	41.47	12.98	1.55	
"4U 1702-429"	50873.89581	SW1	53.73	20.27	1.17	
"4U 1608-522"	50873.90501	SW1	96.07	14.15	1.96	
"4U 1702-429"	50874.30163	SW1	29.26	9.33	1.13	
"4U 0513-40"	50881.50454	SW2	26.28	12.31	1.53	
"KS 1741-293"	50882.25337	SW2	39.82	11.37	1.15	
"4U 1702-429"	50882.27045	SW2	105.23	19.41	1.90	
"4U 1728-34"	50882.28605	SW2	83.99	26.82	1.93	
"KS 1731-260"	50882.34192	SW2	50.56	7.43	1.80	
"1A 1742-294"	50882.41512	SW2	13.35	3.95	1.07	
"SLX 1744-300"	50882.41891	SW2	16.24	4.91	1.18	
"4U 1728-34"	50882.45796	SW2	74.31	26.38	1.88	
"GX 3+1"	50882.46166	SW2	43.41	5.93	1.67	
"1A 1742-294"	50882.51937	SW2	18.75	6.16	1.06	
"GS 1826-24"	50882.59452	SW2	39.66	7.16	1.00	
"1A 1742-294"	50882.64754	SW2	17.24	5.17	1.06	
"SLX 1744-300"	50882.66892	SW2	22.96	9.68	1.12	
"4U 1728-34"	50882.67917	SW2	121.73	37.18	1.91	
"KS 1731-260"	50882.81505	SW2	53.48	8.54	1.85	
"GS 1826-24"	50882.81834	SW2	46.65	16.46	1.00	
"4U 1728-34"	50882.85914	SW2	94.52	26.51	1.87	
"4U 1728-34"	50882.93796	SW2	42.31	12.17	1.50	
"KS 1731-260"	50883.00327	SW2	54.18	7.52	1.76	
"4U 1728-34"	50883.01751	SW2	46.00	13.86	1.50	
"SAX J1810.8-2609"	50883.06634	SW2	94.12	17.21	1.97	
"GS 1826-24"	50883.27058	SW2	57.82	9.22	1.00	
"4U 1728-34"	50883.31911	SW2	35.95	9.79	1.55	
"1A 1742-294"	50883.39691	SW2	20.42	3.26	1.07	
"SLX 1744-300"	50883.47245	SW2	31.27	10.40	1.06	
"4U 1702-429"	50883.59040	SW2	111.48	43.84	1.82	
"4U 1728-34"	50883.60547	SW2	60.45	8.46	1.78	
"GS 1826-24"	50883.72477	SW2	33.69	6.86	1.00	
"KS 1741-293"	50883.72876	SW2	0.00	0.00	1.16	
"KS 1731-260"	50883.79067	SW2	53.60	12.77	1.83	
"1A 1742-294"	50883.79731	SW2	14.91	4.16	1.07	
"4U 1728-34"	50883.91747	SW2	102.31	15.11	1.92	
"GX 3+1"	50883.93598	SW2	46.39	6.59	1.75	
"GS 1826-24"	50883.94753	SW2	57.28	9.78	1.00	
"Ser X-1"	50885.35804	SW2	41.78	10.79	1.52	
"EXO 0748-676"	50885.97388	XPa	12.57	0.38	1.00	
"Ser X-1"	50886.07617	SW2	21.04	6.37	1.47	
"Aql X-1"	50886.53459	SW2	58.53	8.45	1.93	
"GX 3+1"	50890.55473	SW2	67.87	26.35	1.86	
"GX 3+1"	50891.11736	SW2	54.81	17.99	1.66	
"GX 3+1"	50892.31122	SW2	39.49	5.22	1.72	
"KS 1731-260"	50892.31469	SW2	55.40	8.61	1.83	
"4U 1728-34"	50892.36726	SW2	64.56	10.22	1.88	
"SLX 1744-300"	50892.49175	SW2	12.38	6.44	1.06	
"KS 1731-260"	50892.63405	SW2	61.93	9.13	1.89	
"SAX J1747.0-2853"	50892.63529	SW2	46.13	5.79	1.22	
"4U 1705-44"	50892.69806	SW2	86.07	43.21	1.93	
"4U 1722-30"	50892.70549	SW2	90.07	14.39	2.00	
"1A 1742-294"	50892.77923	SW2	33.82	4.62	1.15	
"4U 1728-34"	50892.83422	SW2	67.05	9.81	1.78	
"4U 1705-44"	50892.83849	SW2	50.59	15.31	1.67	
"4U 1702-429"	50892.85216	SW2	117.31	20.12	1.94	
"SLX 1735-269"	50892.88977	SW2	35.51	5.15	1.26	
"SLX 1744-300"	50892.89597	SW2	20.09	5.21	1.11	
"GS 1826-24"	50892.89899	SW2	43.62	13.48	1.00	
"SAX J1747.0-2853"	50892.90872	SW2	36.00	4.59	1.20	
"1A 1742-294"	50892.92367	SW2	16.36	4.53	1.12	
"4U 1728-34"	50892.96200	SW2	45.52	14.91	1.47	
"KS 1731-260"	50893.02490	SW2	59.62	8.92	1.84	
"SLX 1744-300"	50893.10002	SW2	18.20	5.82	1.05	
"GS 1826-24"	50893.13107	SW2	29.52	4.21	1.00	
"SAX J1747.0-2853"	50893.18494	SW2	40.43	4.94	1.22	
"GS 1826-24"	50893.36139	SW2	47.33	8.43	1.00	
"SAX J1747.0-2853"	50893.50741	SW2	41.46	5.84	1.21	
"4U 1728-34"	50893.58476	SW2	43.10	12.46	1.28	
"KS 1731-260"	50893.63317	SW2	57.93	8.94	1.91	
"4U 1702-429"	50893.65298	SW2	104.51	38.41	1.81	
"4U 1728-34"	50893.70793	SW2	61.63	8.95	1.77	
"4U 1728-34"	50893.82453	SW2	53.00	19.32	1.53	
"GS 1826-24"	50893.82809	SW2	43.16	7.17	1.00	
"GX 3+1"	50893.85137	SW2	38.38	9.96	1.63	
"KS 1731-260"	50893.98014	SW2	41.65	6.25	1.63	
"4U 1728-34"	50893.98556	SW2	67.34	19.01	1.81	
"GS 1826-24"	50894.05904	SW2	42.27	15.84	1.00	
"KS 1731-260"	50896.43792	SW2	60.20	21.59	1.57	
"4U 1728-34"	50896.44377	SW2	74.19	63.68	1.21	
"4U 1728-34"	50896.72945	SW2	198.46	86.71	1.91	
"4U 1608-522"	50896.86345	XPa	111.51	2.49	1.00	
"4U 1728-34"	50897.12600	SW2	74.53	28.32	1.89	
"KS 1731-260"	50897.43670	SW2	73.35	24.92	1.88	
"4U 1728-34"	50897.58989	SW2	69.07	23.46	1.40	
"KS 1731-260"	50897.73466	SW2	101.42	32.47	1.95	
"4U 1702-429"	50897.86206	SW2	147.02	24.43	1.93	
"4U 1608-522"	50899.58701	XPa	194.44	2.49	2.00	
"4U 1608-522"	50899.58705	SW1	196.17	37.49	2.00	
"SLX 1744-300"	50900.25018	SW1	17.98	5.21	1.13	
"KS 1731-260"	50900.27830	SW1	56.30	8.46	1.90	
"GX 3+1"	50900.39263	SW1	49.20	7.80	1.83	
"4U 1820-303"	50900.46858	SW1	148.50	65.94	2.00	
"SAX J1747.0-2853"	50900.51964	SW1	69.22	9.66	1.55	
"KS 1731-260"	50900.52434	SW1	73.84	11.39	1.93	
"1A 1742-294"	50900.53818	SW1	38.00	13.09	1.27	
"4U 1608-522"	50900.65036	XPa	0.00	0.00	-1.00	
"KS 1731-260"	50900.79337	SW1	79.27	13.04	1.90	
"4U 1820-303"	50900.80884	SW1	56.45	10.15	2.00	
"GS 1826-24"	50900.86728	SW1	85.09	27.47	1.00	
"4U 1728-34"	50900.99433	SW1	157.83	33.97	1.89	
"4U 1820-303"	50901.01497	SW1	47.21	8.42	2.00	
"4U 1728-34"	50901.20662	SW1	70.49	11.70	1.77	
"1A 1742-294"	50901.25182	SW1	32.02	8.57	1.18	
"4U 1728-34"	50904.08599	SW1	109.87	16.99	1.86	
"4U 1728-34"	50904.30316	SW1	72.82	19.94	1.80	
"GS 1826-24"	50904.33866	SW1	33.90	5.08	1.00	
"KS 1731-260"	50904.36511	SW1	29.93	9.69	1.61	
"SAX J1747.0-2853"	50904.46940	SW1	40.31	10.84	1.15	
"4U 1728-34"	50904.48488	SW1	87.77	13.99	1.86	
"1A 1742-294"	50904.60096	SW1	46.83	7.37	1.38	
"4U 1728-34"	50904.69285	SW1	88.25	21.02	1.87	
"GS 1826-24"	50904.80592	SW1	64.69	20.64	1.00	
"4U 1722-30"	50904.81281	SW1	71.77	10.82	2.00	
